PATTERN	COUNT	TOKENS	COVERAGE	CATEGORY	SIZE	FREQUENCY
Cas van questie	539		1617	2.1651e-05	ngram	3	1.71164e-05
sijn Compt .	538		1614	2.16109e-05	ngram	3	1.70846e-05
sij Compt :	538		1614	2.16109e-05	ngram	3	1.70846e-05
rechten , in	538		1614	2.16109e-05	ngram	3	1.70846e-05
maij @ o	538		1614	2.16109e-05	ngram	3	1.70846e-05
doende etc. Onder	538		1614	2.16109e-05	ngram	3	1.70846e-05
; die verclaerden	538		1614	2.16109e-05	ngram	3	1.70846e-05
den Comp .	538		1614	2.16109e-05	ngram	3	1.70846e-05
comparants persoon en	538		1614	2.16109e-05	ngram	3	1.70846e-05
van de beurs	537		1611	2.15707e-05	ngram	3	1.70528e-05
rechte te observeren	537		1611	2.15707e-05	ngram	3	1.70528e-05
moeten werden ,	537		1611	2.15707e-05	ngram	3	1.70528e-05
Langstlevende van hen	537		1611	2.15707e-05	ngram	3	1.70528e-05
Interessen van de	537		1611	2.15707e-05	ngram	3	1.70528e-05
hem Comp .	537		1611	2.15707e-05	ngram	3	1.70528e-05
ende in alle	537		1611	2.15707e-05	ngram	3	1.70528e-05
en bij de	537		1611	2.15707e-05	ngram	3	1.70528e-05
die hij Testateur	537		1611	2.15707e-05	ngram	3	1.70528e-05
, de Heer	537		1611	2.15707e-05	ngram	3	1.70528e-05
deese stad en	537		1611	2.15707e-05	ngram	3	1.70528e-05
de Comparant van	537		1611	2.15707e-05	ngram	3	1.70528e-05
crachte als Testament	537		1611	2.15707e-05	ngram	3	1.70528e-05
bestaen magh vast	537		1611	2.15707e-05	ngram	3	1.70528e-05
volcomen afstand van	536		1608	2.15305e-05	ngram	3	1.70211e-05
van der Geboorte	536		1608	2.15305e-05	ngram	3	1.70211e-05
van den reqt	536		1608	2.15305e-05	ngram	3	1.70211e-05
te betalen aen	536		1608	2.15305e-05	ngram	3	1.70211e-05
soude kunnen ,	536		1608	2.15305e-05	ngram	3	1.70211e-05
respective binnen deser	536		1608	2.15305e-05	ngram	3	1.70211e-05
Op den Sestienden	536		1608	2.15305e-05	ngram	3	1.70211e-05
off verleden ,	536		1608	2.15305e-05	ngram	3	1.70211e-05
iets te hebben	536		1608	2.15305e-05	ngram	3	1.70211e-05
herroepen en vernietigen	536		1608	2.15305e-05	ngram	3	1.70211e-05
Heeren Amen .	536		1608	2.15305e-05	ngram	3	1.70211e-05
goederen gelegen zijn	536		1608	2.15305e-05	ngram	3	1.70211e-05
gedaen tamst .	536		1608	2.15305e-05	ngram	3	1.70211e-05
en wel te	536		1608	2.15305e-05	ngram	3	1.70211e-05
en Juffr .	536		1608	2.15305e-05	ngram	3	1.70211e-05
ende reeele possessie	536		1608	2.15305e-05	ngram	3	1.70211e-05
door handen vande	536		1608	2.15305e-05	ngram	3	1.70211e-05
desen gemaeckt haer	536		1608	2.15305e-05	ngram	3	1.70211e-05
dato den 23	536		1608	2.15305e-05	ngram	3	1.70211e-05
zy 1 get	535		1605	2.14904e-05	ngram	3	1.69893e-05
van de twee	535		1605	2.14904e-05	ngram	3	1.69893e-05
Testatrice , dat	535		1605	2.14904e-05	ngram	3	1.69893e-05
te dragen en	535		1605	2.14904e-05	ngram	3	1.69893e-05
sy 1 get	535		1605	2.14904e-05	ngram	3	1.69893e-05
op ende ijegens	535		1605	2.14904e-05	ngram	3	1.69893e-05
onder dese expresse	535		1605	2.14904e-05	ngram	3	1.69893e-05
, en wel	535		1605	2.14904e-05	ngram	3	1.69893e-05
ende recht door	535		1605	2.14904e-05	ngram	3	1.69893e-05
desen gedaen en	535		1605	2.14904e-05	ngram	3	1.69893e-05
den een den	535		1605	2.14904e-05	ngram	3	1.69893e-05
behoeven van hem	535		1605	2.14904e-05	ngram	3	1.69893e-05
, van sijn	534		1602	2.14502e-05	ngram	3	1.69576e-05
Scheepenen deser stad	534		1602	2.14502e-05	ngram	3	1.69576e-05
geconstitueerde sal goedvinden	534		1602	2.14502e-05	ngram	3	1.69576e-05
ende sulx de	534		1602	2.14502e-05	ngram	3	1.69576e-05
een swarte lijst	534		1602	2.14502e-05	ngram	3	1.69576e-05
den Teneur vande	534		1602	2.14502e-05	ngram	3	1.69576e-05
certificeerende voor de	534		1602	2.14502e-05	ngram	3	1.69576e-05
als boven ende	534		1602	2.14502e-05	ngram	3	1.69576e-05
alle heeren ,	534		1602	2.14502e-05	ngram	3	1.69576e-05
aldaer voor deselve	534		1602	2.14502e-05	ngram	3	1.69576e-05
werden Ondert verbant	533		1599	2.141e-05	ngram	3	1.69258e-05
vryen wille ende	533		1599	2.141e-05	ngram	3	1.69258e-05
van wijlen Jan	533		1599	2.141e-05	ngram	3	1.69258e-05
van wegens hem	533		1599	2.141e-05	ngram	3	1.69258e-05
, tot sijne	533		1599	2.141e-05	ngram	3	1.69258e-05
te behouden ,	533		1599	2.141e-05	ngram	3	1.69258e-05
, soo heb	533		1599	2.141e-05	ngram	3	1.69258e-05
off clausulen na	533		1599	2.141e-05	ngram	3	1.69258e-05
in desen gerequireert	533		1599	2.141e-05	ngram	3	1.69258e-05
houden 't geen	533		1599	2.141e-05	ngram	3	1.69258e-05
ende dat alles	533		1599	2.141e-05	ngram	3	1.69258e-05
als na Rechten	533		1599	2.141e-05	ngram	3	1.69258e-05
absolut , sonder	533		1599	2.141e-05	ngram	3	1.69258e-05
„ 8 „	533		1599	2.141e-05	ngram	3	1.69258e-05
van waarden tehouden	532		1596	2.13699e-05	ngram	3	1.68941e-05
van Kosten ,	532		1596	2.13699e-05	ngram	3	1.68941e-05
van de Ed	532		1596	2.13699e-05	ngram	3	1.68941e-05
uuren voor noen	532		1596	2.13699e-05	ngram	3	1.68941e-05
te voeden en	532		1596	2.13699e-05	ngram	3	1.68941e-05
te Caveren ende	532		1596	2.13699e-05	ngram	3	1.68941e-05
op adsigneerende ende	532		1596	2.13699e-05	ngram	3	1.68941e-05
ofte gedoogen gedaen	532		1596	2.13699e-05	ngram	3	1.68941e-05
is , en	532		1596	2.13699e-05	ngram	3	1.68941e-05
hij wilde als	532		1596	2.13699e-05	ngram	3	1.68941e-05
hebbende tot de	532		1596	2.13699e-05	ngram	3	1.68941e-05
gelden bij hem	532		1596	2.13699e-05	ngram	3	1.68941e-05
ende te goede	532		1596	2.13699e-05	ngram	3	1.68941e-05
des doods genegen	532		1596	2.13699e-05	ngram	3	1.68941e-05
dat sy getuijgen	532		1596	2.13699e-05	ngram	3	1.68941e-05
bestaen ; alwaert	532		1596	2.13699e-05	ngram	3	1.68941e-05
als sullen werden	532		1596	2.13699e-05	ngram	3	1.68941e-05
alles te verrichten	532		1596	2.13699e-05	ngram	3	1.68941e-05
Zij Compten .	531		1593	2.13297e-05	ngram	3	1.68623e-05
soude conen ende	531		1593	2.13297e-05	ngram	3	1.68623e-05
ook van de	531		1593	2.13297e-05	ngram	3	1.68623e-05
niet en behoort	531		1593	2.13297e-05	ngram	3	1.68623e-05
het welk voorsz	531		1593	2.13297e-05	ngram	3	1.68623e-05
get : hier	531		1593	2.13297e-05	ngram	3	1.68623e-05
ende verclaerde dat	531		1593	2.13297e-05	ngram	3	1.68623e-05
ende ure van	531		1593	2.13297e-05	ngram	3	1.68623e-05
ende goederen present	531		1593	2.13297e-05	ngram	3	1.68623e-05
ende effecten ,	531		1593	2.13297e-05	ngram	3	1.68623e-05
en bij sijn	531		1593	2.13297e-05	ngram	3	1.68623e-05
dewelke ter requisitie	531		1593	2.13297e-05	ngram	3	1.68623e-05
derhalven dat hij	531		1593	2.13297e-05	ngram	3	1.68623e-05
@ o 1693	530		1590	2.12895e-05	ngram	3	1.68306e-05
maar want de	530		1590	2.12895e-05	ngram	3	1.68306e-05
en eijgendom over	530		1590	2.12895e-05	ngram	3	1.68306e-05
ende opspraken die	530		1590	2.12895e-05	ngram	3	1.68306e-05
d ' Hr	530		1590	2.12895e-05	ngram	3	1.68306e-05
, deselve te	530		1590	2.12895e-05	ngram	3	1.68306e-05
daer op adsigneerende	530		1590	2.12895e-05	ngram	3	1.68306e-05
actuele ende reele	530		1590	2.12895e-05	ngram	3	1.68306e-05
, tot submissie	529		1587	2.12494e-05	ngram	3	1.67988e-05
ter dispositie van	529		1587	2.12494e-05	ngram	3	1.67988e-05
S : V	529		1587	2.12494e-05	ngram	3	1.67988e-05
soo kleijn als	529		1587	2.12494e-05	ngram	3	1.67988e-05
somme van Tweehondert	529		1587	2.12494e-05	ngram	3	1.67988e-05
Nots : en	529		1587	2.12494e-05	ngram	3	1.67988e-05
mogen doen .	529		1587	2.12494e-05	ngram	3	1.67988e-05
hy get op	529		1587	2.12494e-05	ngram	3	1.67988e-05
gecommitteerde raden geaggreeert	529		1587	2.12494e-05	ngram	3	1.67988e-05
dispositie , verklaarde	529		1587	2.12494e-05	ngram	3	1.67988e-05
de solemneel ten	529		1587	2.12494e-05	ngram	3	1.67988e-05
den 26en .	529		1587	2.12494e-05	ngram	3	1.67988e-05
Cornelis van der	529		1587	2.12494e-05	ngram	3	1.67988e-05
als nae behooren	529		1587	2.12494e-05	ngram	3	1.67988e-05
aen my Notario	529		1587	2.12494e-05	ngram	3	1.67988e-05
van vier en	528		1584	2.12092e-05	ngram	3	1.6767e-05
van sijn testateurs	528		1584	2.12092e-05	ngram	3	1.6767e-05
soo veel des	528		1584	2.12092e-05	ngram	3	1.6767e-05
, soo ende	528		1584	2.12092e-05	ngram	3	1.6767e-05
, off anders	528		1584	2.12092e-05	ngram	3	1.6767e-05
ingaende de voorsz	528		1584	2.12092e-05	ngram	3	1.6767e-05
de voorss :	528		1584	2.12092e-05	ngram	3	1.6767e-05
aangaan , hebben	528		1584	2.12092e-05	ngram	3	1.6767e-05
sullen vryen ende	527		1581	2.1169e-05	ngram	3	1.67353e-05
sonder dat hij	527		1581	2.1169e-05	ngram	3	1.67353e-05
sal behoeven te	527		1581	2.1169e-05	ngram	3	1.67353e-05
of haar recht	527		1581	2.1169e-05	ngram	3	1.67353e-05
in eenige manieren	527		1581	2.1169e-05	ngram	3	1.67353e-05
haer Testament en	527		1581	2.1169e-05	ngram	3	1.67353e-05
Een en twintigsten	527		1581	2.1169e-05	ngram	3	1.67353e-05
: Ao .	527		1581	2.1169e-05	ngram	3	1.67353e-05
als in de	527		1581	2.1169e-05	ngram	3	1.67353e-05
alreede verscheenen en	527		1581	2.1169e-05	ngram	3	1.67353e-05
recht verkrijgende te	526		1578	2.11289e-05	ngram	3	1.67035e-05
in de oostindische	526		1578	2.11289e-05	ngram	3	1.67035e-05
het aangaan van	526		1578	2.11289e-05	ngram	3	1.67035e-05
en ontvangen van	526		1578	2.11289e-05	ngram	3	1.67035e-05
, en aan	526		1578	2.11289e-05	ngram	3	1.67035e-05
eijgenaer van de	526		1578	2.11289e-05	ngram	3	1.67035e-05
den 7en .	526		1578	2.11289e-05	ngram	3	1.67035e-05
af verklaarden de	526		1578	2.11289e-05	ngram	3	1.67035e-05
te laten soo	525		1575	2.10887e-05	ngram	3	1.66718e-05
tegens vier ten	525		1575	2.10887e-05	ngram	3	1.66718e-05
quitantie vanden ontfangh	525		1575	2.10887e-05	ngram	3	1.66718e-05
penn. tot uijtrustinge	525		1575	2.10887e-05	ngram	3	1.66718e-05
Ompareerden voor mij	525		1575	2.10887e-05	ngram	3	1.66718e-05
J : eWinter	525		1575	2.10887e-05	ngram	3	1.66718e-05
gefolieert als hier	525		1575	2.10887e-05	ngram	3	1.66718e-05
, ende sijne	525		1575	2.10887e-05	ngram	3	1.66718e-05
deselve te wesen	525		1575	2.10887e-05	ngram	3	1.66718e-05
de oostindische Compte	525		1575	2.10887e-05	ngram	3	1.66718e-05
den Negen en	525		1575	2.10887e-05	ngram	3	1.66718e-05
Carolus guldens tot	525		1575	2.10887e-05	ngram	3	1.66718e-05
, aan hem	525		1575	2.10887e-05	ngram	3	1.66718e-05
Versouckende etc. Gedaen	524		1572	2.10485e-05	ngram	3	1.664e-05
onder Cap .	524		1572	2.10485e-05	ngram	3	1.664e-05
, off bevonden	524		1572	2.10485e-05	ngram	3	1.664e-05
of een ander	524		1572	2.10485e-05	ngram	3	1.664e-05
mede Nots .	524		1572	2.10485e-05	ngram	3	1.664e-05
getuijgen , dat	524		1572	2.10485e-05	ngram	3	1.664e-05
executie te stellen	524		1572	2.10485e-05	ngram	3	1.664e-05
de weduwe van	524		1572	2.10485e-05	ngram	3	1.664e-05
desen aan ende	524		1572	2.10485e-05	ngram	3	1.664e-05
alle heeren hoven	524		1572	2.10485e-05	ngram	3	1.664e-05
accordeeren , transigeeren	524		1572	2.10485e-05	ngram	3	1.664e-05
Waer op de	523		1569	2.10083e-05	ngram	3	1.66083e-05
vande tyt ende	523		1569	2.10083e-05	ngram	3	1.66083e-05
van den anderen	523		1569	2.10083e-05	ngram	3	1.66083e-05
uijt haer Compten	523		1569	2.10083e-05	ngram	3	1.66083e-05
Testament en uijterste	523		1569	2.10083e-05	ngram	3	1.66083e-05
soo als deselve	523		1569	2.10083e-05	ngram	3	1.66083e-05
Oorthoorn , ende	523		1569	2.10083e-05	ngram	3	1.66083e-05
ofte wettel .	523		1569	2.10083e-05	ngram	3	1.66083e-05
kinderen van haar	523		1569	2.10083e-05	ngram	3	1.66083e-05
hier van acte	523		1569	2.10083e-05	ngram	3	1.66083e-05
, ende vierscharen	523		1569	2.10083e-05	ngram	3	1.66083e-05
des Heeren .	523		1569	2.10083e-05	ngram	3	1.66083e-05
de Notaris Hendrik	523		1569	2.10083e-05	ngram	3	1.66083e-05
de Compte .	523		1569	2.10083e-05	ngram	3	1.66083e-05
dat voor ons	523		1569	2.10083e-05	ngram	3	1.66083e-05
Acht en twintigsten	523		1569	2.10083e-05	ngram	3	1.66083e-05
vijftich gls .	522		1566	2.09682e-05	ngram	3	1.65765e-05
tijde van het	522		1566	2.09682e-05	ngram	3	1.65765e-05
, op het	522		1566	2.09682e-05	ngram	3	1.65765e-05
meer van deselve	522		1566	2.09682e-05	ngram	3	1.65765e-05
heeft overgegeven ,	522		1566	2.09682e-05	ngram	3	1.65765e-05
goederen , die	522		1566	2.09682e-05	ngram	3	1.65765e-05
geene wtgesondert ,	522		1566	2.09682e-05	ngram	3	1.65765e-05
gaff ende seijde	522		1566	2.09682e-05	ngram	3	1.65765e-05
ende in cas	522		1566	2.09682e-05	ngram	3	1.65765e-05
die als dan	522		1566	2.09682e-05	ngram	3	1.65765e-05
toe mits desen	521		1563	2.0928e-05	ngram	3	1.65448e-05
sijn dan de	521		1563	2.0928e-05	ngram	3	1.65448e-05
Op den Sevenden	521		1563	2.0928e-05	ngram	3	1.65448e-05
In omnibus ad	521		1563	2.0928e-05	ngram	3	1.65448e-05
het geen door	521		1563	2.0928e-05	ngram	3	1.65448e-05
gemaeckt , ende	521		1563	2.0928e-05	ngram	3	1.65448e-05
geene wtgesondert .	521		1563	2.0928e-05	ngram	3	1.65448e-05
ende de rato	521		1563	2.0928e-05	ngram	3	1.65448e-05
eenigsints soude mogen	521		1563	2.0928e-05	ngram	3	1.65448e-05
D Van der	521		1563	2.0928e-05	ngram	3	1.65448e-05
den 4en .	521		1563	2.0928e-05	ngram	3	1.65448e-05
dat hy 1	521		1563	2.0928e-05	ngram	3	1.65448e-05
, Alle het	521		1563	2.0928e-05	ngram	3	1.65448e-05
) acte van	521		1563	2.0928e-05	ngram	3	1.65448e-05
vijftien gul .	520		1560	2.08878e-05	ngram	3	1.6513e-05
te sijn dat	520		1560	2.08878e-05	ngram	3	1.6513e-05
schulden ende lasten	520		1560	2.08878e-05	ngram	3	1.6513e-05
in praes :	520		1560	2.08878e-05	ngram	3	1.6513e-05
hem Constituant ,	520		1560	2.08878e-05	ngram	3	1.6513e-05
, en twee	520		1560	2.08878e-05	ngram	3	1.6513e-05
ende nachtigh gemaeckt	520		1560	2.08878e-05	ngram	3	1.6513e-05
eens , ende	520		1560	2.08878e-05	ngram	3	1.6513e-05
derselver de minste	520		1560	2.08878e-05	ngram	3	1.6513e-05
der Geboorte desselfs	520		1560	2.08878e-05	ngram	3	1.6513e-05
dat zij die	520		1560	2.08878e-05	ngram	3	1.6513e-05
Cloeck ende gesondt	520		1560	2.08878e-05	ngram	3	1.6513e-05
bij weijgeringe van	520		1560	2.08878e-05	ngram	3	1.6513e-05
al voldaen en	520		1560	2.08878e-05	ngram	3	1.6513e-05
als dan de	520		1560	2.08878e-05	ngram	3	1.6513e-05
alrede gehad gedaen	520		1560	2.08878e-05	ngram	3	1.6513e-05
acte in forma	520		1560	2.08878e-05	ngram	3	1.6513e-05
vyftigh gl .	519		1557	2.08477e-05	ngram	3	1.64812e-05
van wetenschap ,	519		1557	2.08477e-05	ngram	3	1.64812e-05
transport is gemeld	519		1557	2.08477e-05	ngram	3	1.64812e-05
't geen aan	519		1557	2.08477e-05	ngram	3	1.64812e-05
: ten laste	519		1557	2.08477e-05	ngram	3	1.64812e-05
Stede , mij	519		1557	2.08477e-05	ngram	3	1.64812e-05
Oost Indische Compe	519		1557	2.08477e-05	ngram	3	1.64812e-05
mij Dirck Vandr	519		1557	2.08477e-05	ngram	3	1.64812e-05
mette naergenoemde getuijgen	519		1557	2.08477e-05	ngram	3	1.64812e-05
kennen ende deselve	519		1557	2.08477e-05	ngram	3	1.64812e-05
int voorss .	519		1557	2.08477e-05	ngram	3	1.64812e-05
int Jaer te	519		1557	2.08477e-05	ngram	3	1.64812e-05
gerequireert , niet	519		1557	2.08477e-05	ngram	3	1.64812e-05
ƒ 12 :	519		1557	2.08477e-05	ngram	3	1.64812e-05
ende questien die	519		1557	2.08477e-05	ngram	3	1.64812e-05
daar en zoo	519		1557	2.08477e-05	ngram	3	1.64812e-05
wetenschap als in	518		1554	2.08075e-05	ngram	3	1.64495e-05
't geen sal	518		1554	2.08075e-05	ngram	3	1.64495e-05
sij getuijgen voor	518		1554	2.08075e-05	ngram	3	1.64495e-05
selve met Eede	518		1554	2.08075e-05	ngram	3	1.64495e-05
ofte plaetsen daer	518		1554	2.08075e-05	ngram	3	1.64495e-05
duijsend guldens capitaal	518		1554	2.08075e-05	ngram	3	1.64495e-05
bij hem Comp	518		1554	2.08075e-05	ngram	3	1.64495e-05
Westvriesland ten comptoire	517		1551	2.07673e-05	ngram	3	1.64177e-05
ook soo dat	517		1551	2.07673e-05	ngram	3	1.64177e-05
@ o 1639	517		1551	2.07673e-05	ngram	3	1.64177e-05
kennen doen ,	517		1551	2.07673e-05	ngram	3	1.64177e-05
: in praes	517		1551	2.07673e-05	ngram	3	1.64177e-05
Holland en westvriesland	517		1551	2.07673e-05	ngram	3	1.64177e-05
haar overleedene man	517		1551	2.07673e-05	ngram	3	1.64177e-05
gesont van lichaem	517		1551	2.07673e-05	ngram	3	1.64177e-05
, die door	517		1551	2.07673e-05	ngram	3	1.64177e-05
desen transporte tallen	517		1551	2.07673e-05	ngram	3	1.64177e-05
Cornelis de Jonge	517		1551	2.07673e-05	ngram	3	1.64177e-05
van der Horst	516		1548	2.07272e-05	ngram	3	1.6386e-05
te zullen doen	516		1548	2.07272e-05	ngram	3	1.6386e-05
te verbinden ,	516		1548	2.07272e-05	ngram	3	1.6386e-05
ten aansien van	516		1548	2.07272e-05	ngram	3	1.6386e-05
soude mogen aangaan	516		1548	2.07272e-05	ngram	3	1.6386e-05
Notaris duijdelijk voorgeleesen	516		1548	2.07272e-05	ngram	3	1.6386e-05
gevonden en getransporteert	516		1548	2.07272e-05	ngram	3	1.6386e-05
, Ende voorts	516		1548	2.07272e-05	ngram	3	1.6386e-05
de Comparanten in	516		1548	2.07272e-05	ngram	3	1.6386e-05
dat het aan	516		1548	2.07272e-05	ngram	3	1.6386e-05
wille ende gemoede	515		1545	2.0687e-05	ngram	3	1.63542e-05
welgevallen te disponeeren	515		1545	2.0687e-05	ngram	3	1.63542e-05
voor af verklaarden	515		1545	2.0687e-05	ngram	3	1.63542e-05
te disponeren ,	515		1545	2.0687e-05	ngram	3	1.63542e-05
over en ter	515		1545	2.0687e-05	ngram	3	1.63542e-05
, middelen ende	515		1545	2.0687e-05	ngram	3	1.63542e-05
in den Jare	515		1545	2.0687e-05	ngram	3	1.63542e-05
in dato de	515		1545	2.0687e-05	ngram	3	1.63542e-05
hare verstant ,	515		1545	2.0687e-05	ngram	3	1.63542e-05
februarij Ao .	515		1545	2.0687e-05	ngram	3	1.63542e-05
etc. ten versoecke	515		1545	2.0687e-05	ngram	3	1.63542e-05
ende schadeloos belooft	515		1545	2.0687e-05	ngram	3	1.63542e-05
en andere goederen	515		1545	2.0687e-05	ngram	3	1.63542e-05
den eersten Maart	515		1545	2.0687e-05	ngram	3	1.63542e-05
Comparant in sijne	515		1545	2.0687e-05	ngram	3	1.63542e-05
anderen uijt de	515		1545	2.0687e-05	ngram	3	1.63542e-05
12 stuijv :	515		1545	2.0687e-05	ngram	3	1.63542e-05
, waar mede	514		1542	2.06468e-05	ngram	3	1.63225e-05
tijt ende ure	514		1542	2.06468e-05	ngram	3	1.63225e-05
te sterven sonder	514		1542	2.06468e-05	ngram	3	1.63225e-05
Op den Dertigsten	514		1542	2.06468e-05	ngram	3	1.63225e-05
goederen , middelen	514		1542	2.06468e-05	ngram	3	1.63225e-05
Ende verklaerde geconstitueert	514		1542	2.06468e-05	ngram	3	1.63225e-05
ende Jan Jansz	514		1542	2.06468e-05	ngram	3	1.63225e-05
ende bij voor	514		1542	2.06468e-05	ngram	3	1.63225e-05
een gl .	514		1542	2.06468e-05	ngram	3	1.63225e-05
duijsend guldens ,	514		1542	2.06468e-05	ngram	3	1.63225e-05
aan te stellen	514		1542	2.06468e-05	ngram	3	1.63225e-05
van het geen	513		1539	2.06067e-05	ngram	3	1.62907e-05
te Constitueeren en	513		1539	2.06067e-05	ngram	3	1.62907e-05
op wat plaats	513		1539	2.06067e-05	ngram	3	1.62907e-05
obligatien bij acte	513		1539	2.06067e-05	ngram	3	1.62907e-05
houden of guldens	513		1539	2.06067e-05	ngram	3	1.62907e-05
, ende andere	513		1539	2.06067e-05	ngram	3	1.62907e-05
den 23en .	513		1539	2.06067e-05	ngram	3	1.62907e-05
dat sy de	513		1539	2.06067e-05	ngram	3	1.62907e-05
behoeve van hem	513		1539	2.06067e-05	ngram	3	1.62907e-05
zij getuijgen voor	512		1536	2.05665e-05	ngram	3	1.62589e-05
voorn : Sr	512		1536	2.05665e-05	ngram	3	1.62589e-05
versocht ; die	512		1536	2.05665e-05	ngram	3	1.62589e-05
verklaart binnen Amstelre	512		1536	2.05665e-05	ngram	3	1.62589e-05
verder dan ten	512		1536	2.05665e-05	ngram	3	1.62589e-05
van gem :	512		1536	2.05665e-05	ngram	3	1.62589e-05
van en door	512		1536	2.05665e-05	ngram	3	1.62589e-05
, transigeeren of	512		1536	2.05665e-05	ngram	3	1.62589e-05
sullen mogen werden	512		1536	2.05665e-05	ngram	3	1.62589e-05
passeeren deeses in	512		1536	2.05665e-05	ngram	3	1.62589e-05
meer als de	512		1536	2.05665e-05	ngram	3	1.62589e-05
gemaeckt , geordonneert	512		1536	2.05665e-05	ngram	3	1.62589e-05
, gelijk meede	512		1536	2.05665e-05	ngram	3	1.62589e-05
gedaen 't Amst	512		1536	2.05665e-05	ngram	3	1.62589e-05
Erve staande en	512		1536	2.05665e-05	ngram	3	1.62589e-05
en over te	512		1536	2.05665e-05	ngram	3	1.62589e-05
, ende toekomende	512		1536	2.05665e-05	ngram	3	1.62589e-05
duijsent seven hondert	512		1536	2.05665e-05	ngram	3	1.62589e-05
den selven versogt	512		1536	2.05665e-05	ngram	3	1.62589e-05
dan in desen	512		1536	2.05665e-05	ngram	3	1.62589e-05
daer opgedaen of	512		1536	2.05665e-05	ngram	3	1.62589e-05
daar aan geen	512		1536	2.05665e-05	ngram	3	1.62589e-05
, binnen deser	512		1536	2.05665e-05	ngram	3	1.62589e-05
zal , en	511		1533	2.05263e-05	ngram	3	1.62272e-05
wonagtig op de	511		1533	2.05263e-05	ngram	3	1.62272e-05
vyff en twintigh	511		1533	2.05263e-05	ngram	3	1.62272e-05
vijftien hondert guldens	511		1533	2.05263e-05	ngram	3	1.62272e-05
van der Linde	511		1533	2.05263e-05	ngram	3	1.62272e-05
sijne eerste ende	511		1533	2.05263e-05	ngram	3	1.62272e-05
schadeloos te sullen	511		1533	2.05263e-05	ngram	3	1.62272e-05
, gifte onder	511		1533	2.05263e-05	ngram	3	1.62272e-05
gepasseert , ende	511		1533	2.05263e-05	ngram	3	1.62272e-05
gemaakt en gepasseert	511		1533	2.05263e-05	ngram	3	1.62272e-05
geen derselver de	511		1533	2.05263e-05	ngram	3	1.62272e-05
ende een halff	511		1533	2.05263e-05	ngram	3	1.62272e-05
en betaalt te	511		1533	2.05263e-05	ngram	3	1.62272e-05
doen houden 't	511		1533	2.05263e-05	ngram	3	1.62272e-05
van Pieter van	510		1530	2.04861e-05	ngram	3	1.61954e-05
van den Brink	510		1530	2.04861e-05	ngram	3	1.61954e-05
't schip de	510		1530	2.04861e-05	ngram	3	1.61954e-05
ter werelt iets	510		1530	2.04861e-05	ngram	3	1.61954e-05
tegens wat persoon	510		1530	2.04861e-05	ngram	3	1.61954e-05
sijn Compte :	510		1530	2.04861e-05	ngram	3	1.61954e-05
op den 2	510		1530	2.04861e-05	ngram	3	1.61954e-05
, gelegen ,	510		1530	2.04861e-05	ngram	3	1.61954e-05
en dat sij	510		1530	2.04861e-05	ngram	3	1.61954e-05
een dochter van	510		1530	2.04861e-05	ngram	3	1.61954e-05
die bij de	510		1530	2.04861e-05	ngram	3	1.61954e-05
de nabess .	510		1530	2.04861e-05	ngram	3	1.61954e-05
daar voor verbind	510		1530	2.04861e-05	ngram	3	1.61954e-05
; alwaert oock	510		1530	2.04861e-05	ngram	3	1.61954e-05
welk voorsz :	509		1527	2.0446e-05	ngram	3	1.61637e-05
te persisteeren ,	509		1527	2.0446e-05	ngram	3	1.61637e-05
september Ao .	509		1527	2.0446e-05	ngram	3	1.61637e-05
, / op	509		1527	2.0446e-05	ngram	3	1.61637e-05
onder den Levende	509		1527	2.0446e-05	ngram	3	1.61637e-05
ompareerden voor mij	509		1527	2.0446e-05	ngram	3	1.61637e-05
